Gender,Rating Value,mainaccord1,mainaccord2,mainaccord3
unisex,3.43,citrus,woody,marine
unisex,3.43,woody,fruity,musky
men,3.43,warm spicy,coffee,floral
women,3.43,fruity,sweet,vanilla
women,3.43,woody,green,aldehydic
men,3.43,leather,warm spicy,aromatic
unisex,3.43,floral,musky,fresh
unisex,3.43,woody,amber,musky
women,3.43,citrus,woody,aromatic
women,3.43,citrus,musky,fresh spicy
women,3.43,fruity,floral,fresh
women,3.43,mossy,warm spicy,earthy
women,3.43,marine,salty,aromatic
men,3.43,woody,leather,citrus
women,3.43,fruity,green,tropical
women,3.43,fresh,floral,fruity
women,3.43,woody,floral,citrus
women,3.43,sweet,fruity,lactonic
women,3.43,powdery,amber,musky
women,3.43,violet,powdery,fresh
unisex,3.43,fruity,sweet,amber
women,3.43,fruity,musky,salty
women,3.43,floral,aromatic,fresh spicy
women,3.43,floral,fresh,ozonic
women,3.43,citrus,rose,white floral
women,3.43,woody,powdery,floral
men,3.43,citrus,amber,warm spicy
unisex,3.43,citrus,aromatic,woody
women,3.43,sweet,fruity,powdery
women,3.43,woody,white floral,rose
women,3.43,amber,warm spicy,floral
women,3.43,tropical,fruity,sweet
women,3.43,citrus,woody,sweet
women,3.43,ozonic,aquatic,fruity
unisex,3.43,fruity,woody,amber
men,3.43,woody,aromatic,warm spicy
women,3.43,fruity,floral,sweet
men,3.43,woody,fresh spicy,aromatic
unisex,3.43,aromatic,lavender,woody
women,3.43,powdery,woody,violet
unisex,3.43,fruity,woody,leather
men,3.43,woody,aromatic,fresh spicy
unisex,3.43,aromatic,woody,citrus
unisex,3.43,woody,aromatic,balsamic
women,3.43,coffee,warm spicy,sweet
unisex,3.43,aromatic,citrus,fresh spicy
unisex,3.43,warm spicy,woody,amber
unisex,3.43,sweet,fruity,oud
men,3.43,vanilla,warm spicy,white floral
men,3.43,woody,coconut,powdery
unisex,3.43,marine,white floral,aromatic
women,3.43,citrus,white floral,patchouli
women,3.43,white floral,aldehydic,woody
unisex,3.43,woody,aromatic,patchouli
unisex,3.43,powdery,violet,musky
men,3.44,citrus,green,aromatic
women,3.44,amber,floral,fruity
women,3.44,musky,white floral,woody
women,3.44,musky,rose,sweet
men,3.44,woody,citrus,aromatic
unisex,3.44,woody,powdery,warm spicy
men,3.44,aquatic,woody,aromatic
women,3.44,citrus,green,aromatic
women,3.44,fruity,citrus,floral
women,3.44,white floral,citrus,sweet
women,3.44,citrus,white floral,aromatic
unisex,3.44,oud,vanilla,sweet
women,3.44,green,fruity,fresh
unisex,3.44,vanilla,sweet,powdery
women,3.44,fruity,rose,citrus
men,3.44,woody,aromatic,green
women,3.44,white floral,vanilla,soft spicy
unisex,3.44,woody,ozonic,aquatic
unisex,3.44,floral,fruity,rose
women,3.44,honey,fresh spicy,sweet
women,3.44,sweet,white floral,fruity
men,3.44,green,aromatic,fresh spicy
women,3.44,floral,fruity,fresh
women,3.44,woody,fruity,vanilla
women,3.44,violet,powdery,fruity
women,3.44,patchouli,rose,fruity
women,3.44,sweet,vanilla,fruity
women,3.44,sweet,fruity,powdery
women,3.44,white floral,sweet,lactonic
men,3.44,fruity,citrus,powdery
women,3.44,rose,floral,citrus
women,3.44,white floral,floral,fresh
women,3.44,fruity,sweet,caramel
unisex,3.44,woody,earthy,oud
men,3.44,citrus,soft spicy,vodka
women,3.44,warm spicy,citrus,woody
unisex,3.44,citrus,fresh spicy,aromatic
unisex,3.44,aldehydic,fresh,mossy
men,3.44,woody,aromatic,warm spicy
women,3.44,fruity,white floral,woody
unisex,3.44,woody,amber,almond
women,3.44,fruity,fresh,sweet
unisex,3.44,fruity,sweet,tropical
unisex,3.44,vanilla,woody,sweet
unisex,3.44,powdery,musky,iris
women,3.44,fruity,sweet,soft spicy
women,3.44,floral,fresh,aquatic
women,3.44,powdery,floral,iris
women,3.44,floral,citrus,fruity
unisex,3.44,citrus,amber,warm spicy
unisex,3.44,green,ozonic,aquatic
women,3.44,white floral,green,fresh
women,3.44,floral,woody,powdery
women,3.44,white floral,aromatic,green
unisex,3.44,woody,tropical,fruity
women,3.44,vanilla,sweet,fruity
men,3.44,citrus,woody,fruity
women,3.44,sweet,fruity,tropical
unisex,3.44,aromatic,fresh spicy,lavender
women,3.44,citrus,sweet,almond
unisex,3.44,powdery,violet,musky
women,3.44,musky,floral,citrus
unisex,3.44,woody,floral,sweet
women,3.44,amber,white floral,musky
unisex,3.44,sweet,powdery,vanilla
women,3.45,citrus,sweet,vanilla
women,3.45,fruity,sweet,woody
women,3.45,warm spicy,floral,fruity
men,3.45,amber,vanilla,balsamic
women,3.45,citrus,fresh spicy,green
unisex,3.45,citrus,green,aromatic
unisex,3.45,aromatic,green,fresh spicy
women,3.45,white floral,sweet,cherry
unisex,3.45,fruity,leather,tropical
women,3.45,floral,fruity,sweet
unisex,3.45,warm spicy,woody,rose
unisex,3.45,woody,powdery,fresh spicy
unisex,3.45,fresh spicy,aromatic,green
women,3.45,white floral,fresh,musky
unisex,3.45,woody,powdery,fruity
women,3.45,woody,musky,lavender
men,3.45,fresh spicy,aromatic,lavender
men,3.45,citrus,aquatic,aromatic
women,3.45,vanilla,caramel,sweet
women,3.45,floral,powdery,fresh
men,3.45,citrus,aromatic,green
women,3.45,citrus,earthy,woody
men,3.45,anis,woody,soft spicy
women,3.45,white floral,citrus,sweet
women,3.45,sweet,fruity,vanilla
women,3.45,fruity,tropical,sweet
women,3.45,sweet,citrus,almond
women,3.45,woody,citrus,earthy
men,3.45,aromatic,fresh spicy,white floral
unisex,3.45,fruity,warm spicy,rose
men,3.45,aromatic,woody,marine
unisex,3.45,woody,fruity,aromatic
unisex,3.45,mineral,woody,warm spicy
men,3.45,citrus,fresh spicy,aromatic
women,3.45,citrus,white floral,floral
unisex,3.45,sweet,yellow floral,coconut
women,3.45,warm spicy,white floral,green
women,3.45,citrus,woody,warm spicy
men,3.45,powdery,violet,lavender
women,3.45,rose,floral,sweet
women,3.45,sweet,warm spicy,patchouli
women,3.45,sweet,patchouli,woody
women,3.45,citrus,fruity,tropical
unisex,3.45,fruity,tropical,sweet
unisex,3.45,white floral,amber,
unisex,3.45,citrus,fresh spicy,woody
unisex,3.45,white floral,fresh,fruity
unisex,3.45,amber,woody,oud
unisex,3.45,citrus,woody,marine
unisex,3.45,woody,amber,vanilla
unisex,3.45,citrus,floral,fresh
men,3.45,aromatic,green,citrus
women,3.45,fruity,tropical,fresh
unisex,3.45,coconut,lactonic,tropical
women,3.45,woody,aldehydic,citrus
unisex,3.45,iris,woody,powdery
women,3.45,honey,white floral,sweet
unisex,3.45,amber,rose,oud
women,3.46,fruity,floral,fresh
women,3.46,fruity,floral,tropical
women,3.46,floral,fruity,sweet
women,3.46,citrus,cherry,fruity
women,3.46,fruity,white floral,citrus
women,3.46,fruity,sweet,nutty
men,3.46,citrus,lavender,white floral
unisex,3.46,floral,citrus,musky
unisex,3.46,fresh spicy,rose,coffee
unisex,3.46,chocolate,powdery,sweet
women,3.46,vanilla,caramel,sweet
unisex,3.46,warm spicy,woody,vanilla
unisex,3.46,oud,white floral,fresh
women,3.46,patchouli,rose,citrus
women,3.46,fruity,woody,patchouli
women,3.46,floral,fruity,tropical
women,3.46,white floral,citrus,floral
women,3.46,fruity,floral,sweet
men,3.46,citrus,fruity,fresh spicy
women,3.46,fresh,floral,fruity
women,3.46,fruity,white floral,ozonic
men,3.46,woody,aromatic,fresh spicy
men,3.46,aromatic,marine,musky
women,3.46,floral,fruity,citrus
women,3.46,musky,citrus,powdery
women,3.46,floral,fruity,rose
unisex,3.46,woody,oud,warm spicy
women,3.46,citrus,white floral,musky
women,3.46,floral,fruity,woody
women,3.46,white floral,citrus,fruity
women,3.46,green,floral,citrus
unisex,3.46,musky,amber,mossy
unisex,3.46,fruity,lactonic,fresh
unisex,3.46,musky,woody,floral
women,3.46,floral,citrus,aquatic
unisex,3.46,leather,animalic,earthy
unisex,3.46,aquatic,fresh,coconut
unisex,3.46,citrus,sweet,floral
women,3.46,woody,rose,aromatic
unisex,3.46,fruity,powdery,sweet
unisex,3.46,white floral,citrus,musky
unisex,3.46,white floral,tuberose,musky
women,3.46,fruity,sweet,fresh
women,3.46,floral,patchouli,woody
unisex,3.46,woody,citrus,musky
women,3.46,fruity,floral,fresh
unisex,3.46,warm spicy,woody,amber
unisex,3.46,woody,oud,yellow floral
men,3.47,aromatic,woody,fresh spicy
men,3.47,woody,aromatic,powdery
women,3.47,fruity,sweet,citrus
unisex,3.47,rose,leather,animalic
women,3.47,citrus,aromatic,green
men,3.47,amber,citrus,musky
women,3.47,woody,patchouli,citrus
unisex,3.47,citrus,woody,aromatic
men,3.47,fresh spicy,aromatic,lavender
women,3.47,citrus,fruity,sweet
unisex,3.47,fruity,tropical,floral
unisex,3.47,fruity,green,aromatic
women,3.47,citrus,white floral,powdery
women,3.47,floral,aquatic,fresh
unisex,3.47,aromatic,fresh spicy,woody
men,3.47,citrus,woody,aromatic
women,3.47,fruity,sweet,floral
men,3.47,woody,patchouli,fruity
women,3.47,floral,woody,amber
women,3.47,floral,powdery,sweet
women,3.47,amber,white floral,fruity
unisex,3.47,fruity,fresh,tropical
women,3.47,fruity,powdery,green
women,3.47,white floral,fresh,citrus
women,3.47,citrus,fruity,floral
women,3.47,sweet,chocolate,warm spicy
men,3.47,aquatic,woody,patchouli
unisex,3.47,sweet,rum,warm spicy
women,3.47,aromatic,lavender,fresh spicy
unisex,3.47,warm spicy,oud,rose
unisex,3.47,citrus,woody,aromatic
women,3.47,citrus,fresh,woody
women,3.47,fresh spicy,aromatic,lavender
women,3.47,woody,rose,patchouli
women,3.47,warm spicy,oud,floral
men,3.47,woody,green,floral
women,3.47,fruity,white floral,fresh
unisex,3.47,aromatic,fresh spicy,iris
unisex,3.47,citrus,tropical,fruity
unisex,3.47,floral,rose,fresh spicy
unisex,3.47,floral,sweet,iris
unisex,3.47,rose,oud,citrus
unisex,3.47,white floral,tropical,green
women,3.47,fruity,floral,white floral
unisex,3.47,warm spicy,amber,aromatic
women,3.47,sweet,citrus,lavender
women,3.47,citrus,fresh,fruity
women,3.47,powdery,violet,woody
unisex,3.47,powdery,citrus,woody
women,3.47,floral,fruity,fresh
women,3.47,fruity,sweet,rose
women,3.47,fruity,leather,vanilla
women,3.47,fruity,sweet,woody
unisex,3.47,white floral,woody,patchouli
men,3.48,woody,aromatic,fresh spicy
women,3.48,aquatic,fruity,floral
men,3.48,aromatic,fresh,ozonic
women,3.48,citrus,floral,fruity
men,3.48,fresh spicy,warm spicy,aromatic
women,3.48,white floral,floral,fruity
women,3.48,white floral,citrus,green
women,3.48,citrus,woody,fresh spicy
men,3.48,aromatic,chocolate,woody
women,3.48,citrus,white floral,musky
unisex,3.48,musky,amber,rose
men,3.48,citrus,aromatic,woody
women,3.48,citrus,white floral,aromatic
women,3.48,sweet,powdery,fruity
women,3.48,powdery,violet,woody
men,3.48,woody,citrus,aromatic
women,3.48,citrus,white floral,powdery
women,3.48,floral,fruity,aquatic
unisex,3.48,woody,warm spicy,leather
women,3.48,rose,white floral,musky
women,3.48,fruity,sweet,caramel
unisex,3.48,woody,aromatic,earthy
women,3.48,floral,fruity,musky
women,3.48,citrus,rose,musky
women,3.48,aquatic,fresh,floral
women,3.48,fruity,green,sweet
women,3.48,yellow floral,floral,green
women,3.48,fruity,woody,sweet
women,3.48,citrus,floral,fresh spicy
men,3.48,marine,aromatic,woody
men,3.48,marine,aromatic,woody
women,3.48,ozonic,woody,powdery
women,3.48,fruity,woody,citrus
women,3.48,citrus,fruity,sweet
women,3.48,aquatic,woody,fresh
women,3.48,citrus,ozonic,woody
women,3.48,floral,aquatic,fresh
women,3.48,sweet,honey,amber
unisex,3.48,mossy,woody,citrus
women,3.48,white floral,floral,tropical
men,3.48,aromatic,fresh spicy,warm spicy
men,3.48,fresh spicy,citrus,coconut
women,3.48,fruity,citrus,fresh
unisex,3.48,warm spicy,woody,leather
women,3.48,vanilla,sweet,amber
women,3.48,fruity,sweet,rose
women,3.48,warm spicy,white floral,patchouli
women,3.48,fruity,floral,ozonic
unisex,3.48,floral,earthy,woody
women,3.48,fruity,soft spicy,sweet
women,3.48,floral,white floral,green
women,3.48,aromatic,musky,floral
unisex,3.48,amber,musky,powdery
unisex,3.48,citrus,salty,marine
women,3.48,fruity,woody,citrus
men,3.48,citrus,woody,musky
women,3.48,green,citrus,powdery
women,3.48,floral,woody,powdery
unisex,3.48,sweet,fruity,fresh
unisex,3.48,woody,citrus,aromatic
unisex,3.48,warm spicy,woody,amber
women,3.48,woody,powdery,fresh
unisex,3.48,fruity,woody,leather
men,3.48,woody,warm spicy,patchouli
women,3.48,floral,fruity,fresh
women,3.48,sweet,patchouli,fruity
women,3.48,citrus,fresh spicy,aromatic
women,3.48,woody,warm spicy,patchouli
women,3.48,floral,powdery,violet
women,3.48,white floral,green,woody
women,3.48,fruity,citrus,musky
women,3.49,woody,aromatic,rose
men,3.49,woody,citrus,aromatic
unisex,3.49,white floral,woody,aromatic
men,3.49,amber,woody,musky
women,3.49,white floral,floral,fresh spicy
women,3.49,white floral,citrus,animalic
women,3.49,green,woody,citrus
unisex,3.49,amber,woody,balsamic
women,3.49,sweet,soft spicy,almond
unisex,3.49,green,fresh,white floral
unisex,3.49,woody,amber,warm spicy
women,3.49,rose,floral,sweet
unisex,3.49,fruity,sweet,tropical
unisex,3.49,aromatic,woody,citrus
unisex,3.49,yellow floral,powdery,woody
men,3.49,citrus,vanilla,lavender
unisex,3.49,sweet,oud,fruity
unisex,3.49,warm spicy,woody,vanilla
unisex,3.49,woody,aromatic,leather
women,3.49,fruity,sweet,white floral
women,3.49,white floral,fruity,marine
men,3.49,sweet,fruity,tropical
women,3.49,fruity,sweet,woody
women,3.49,floral,citrus,rose
men,3.49,woody,camphor,aromatic
women,3.49,fruity,fresh,aquatic
women,3.49,fruity,floral,citrus
women,3.49,fruity,white floral,musky
women,3.49,floral,fresh,powdery
women,3.49,floral,rose,powdery
women,3.49,sweet,yellow floral,floral
women,3.49,powdery,sweet,caramel
unisex,3.49,cacao,warm spicy,oud
women,3.49,white floral,citrus,mossy
unisex,3.49,fresh,metallic,rose
women,3.49,fruity,sweet,soft spicy
women,3.49,sweet,powdery,vanilla
men,3.49,aromatic,woody,fresh spicy
women,3.49,white floral,powdery,fruity
unisex,3.49,woody,smoky,aromatic
unisex,3.49,iris,warm spicy,powdery
men,3.49,amber,woody,aromatic
women,3.49,fruity,woody,citrus
women,3.49,fresh,sweet,floral
women,3.49,warm spicy,woody,aromatic
women,3.49,woody,rose,yellow floral
unisex,3.49,aromatic,marine,salty
women,3.49,rose,fruity,floral
women,3.49,woody,citrus,powdery
women,3.49,rose,floral,honey
unisex,3.49,vanilla,woody,amber
women,3.49,tropical,sweet,yellow floral
women,3.49,fruity,white floral,floral
women,3.49,fresh spicy,woody,earthy
women,3.49,white floral,rose,green
unisex,3.49,woody,citrus,yellow floral
unisex,3.49,fruity,tropical,sweet
women,3.49,floral,rose,fruity
women,3.49,powdery,violet,white floral
men,3.49,woody,fresh spicy,fruity
women,3.49,powdery,floral,white floral
women,3.49,floral,fruity,vanilla
women,3.49,vanilla,amber,sweet
women,3.49,powdery,violet,vanilla
men,3.49,fresh spicy,aromatic,citrus
unisex,3.49,aquatic,ozonic,metallic
women,3.5,woody,white floral,fruity
women,3.5,ozonic,white floral,citrus
women,3.5,citrus,fruity,fresh
men,3.5,aromatic,fresh spicy,woody
women,3.5,citrus,white floral,fresh
men,3.5,lavender,citrus,aromatic
women,3.5,fruity,sweet,rose
men,3.5,woody,aromatic,fresh spicy
women,3.5,musky,white floral,powdery
women,3.5,floral,fresh,fruity
women,3.5,floral,tropical,musky
unisex,3.5,aromatic,fresh spicy,citrus
men,3.5,citrus,lavender,sweet
unisex,3.5,woody,powdery,musky
women,3.5,warm spicy,aromatic,fresh spicy
women,3.5,citrus,white floral,floral
unisex,3.5,rose,musky,woody
unisex,3.5,woody,citrus,mossy
unisex,3.5,citrus,rose,white floral
women,3.5,fruity,aquatic,fresh
unisex,3.5,woody,aromatic,lavender
unisex,3.5,citrus,aromatic,marine
women,3.5,woody,citrus,powdery
women,3.5,fruity,tropical,white floral
men,3.5,fresh,fruity,woody
women,3.5,warm spicy,woody,fruity
unisex,3.5,aromatic,fresh spicy,soft spicy
women,3.5,citrus,fruity,fresh spicy
women,3.5,white floral,green,rose
women,3.5,floral,fruity,white floral
women,3.5,white floral,green,fruity
men,3.5,aromatic,citrus,woody
women,3.5,white floral,sweet,floral
women,3.5,citrus,white floral,fruity
men,3.5,musky,powdery,woody
women,3.5,white floral,fruity,powdery
women,3.5,citrus,white floral,green
unisex,3.5,fruity,sweet,vanilla
men,3.5,citrus,white floral,amber
women,3.5,aromatic,sweet,floral
women,3.5,floral,sweet,warm spicy
unisex,3.5,woody,leather,fruity
women,3.5,fruity,green,fresh
unisex,3.5,woody,amber,musky
women,3.5,fruity,sweet,musky
men,3.5,aquatic,aromatic,woody
women,3.5,fruity,fresh,green
women,3.5,aromatic,herbal,green
unisex,3.5,green,yellow floral,powdery
unisex,3.5,fresh spicy,tobacco,aromatic
women,3.5,citrus,white floral,musky
women,3.5,powdery,violet,fruity
women,3.5,citrus,floral,woody
women,3.5,sweet,fruity,floral
unisex,3.5,woody,oud,rose
women,3.5,citrus,aromatic,fruity
men,3.5,citrus,woody,floral
men,3.5,citrus,floral,woody
unisex,3.5,caramel,fresh spicy,warm spicy
unisex,3.5,warm spicy,fresh spicy,rose
women,3.5,fresh,green,aquatic
unisex,3.5,powdery,vanilla,yellow floral
unisex,3.5,citrus,woody,aromatic
unisex,3.5,woody,rose,citrus
unisex,3.5,citrus,woody,fruity
women,3.5,fruity,citrus,floral
men,3.5,citrus,fresh spicy,woody
women,3.5,woody,fruity,amber
women,3.5,fruity,floral,rose
unisex,3.5,citrus,woody,patchouli
women,3.5,amber,animalic,
unisex,3.5,amber,balsamic,rose
men,3.5,warm spicy,leather,cacao
unisex,3.5,citrus,fresh spicy,aromatic
unisex,3.5,citrus,aromatic,fresh spicy
unisex,3.5,musky,floral,white floral
unisex,3.5,woody,leather,powdery
unisex,3.5,aquatic,metallic,leather
women,3.5,powdery,woody,violet
women,3.5,floral,rose,citrus
women,3.5,floral,fresh,green
unisex,3.5,fresh spicy,woody,warm spicy
men,3.5,citrus,fresh spicy,vanilla
women,3.5,floral,tropical,citrus
women,3.51,fruity,citrus,sweet
women,3.51,citrus,fresh spicy,aromatic
unisex,3.51,fruity,almond,sweet
women,3.51,citrus,rose,floral
unisex,3.51,musky,citrus,amber
women,3.51,white floral,floral,green
men,3.51,warm spicy,aromatic,sweet
women,3.51,floral,fruity,tropical
unisex,3.51,floral,yellow floral,powdery
women,3.51,fresh,aromatic,floral
women,3.51,white floral,leather,aromatic
women,3.51,woody,white floral,floral
women,3.51,fruity,floral,rose
men,3.51,aromatic,lavender,woody
unisex,3.51,amber,balsamic,smoky
unisex,3.51,citrus,white floral,floral
unisex,3.51,aromatic,warm spicy,woody
women,3.51,patchouli,rose,white floral
unisex,3.51,sweet,fruity,floral
men,3.51,woody,warm spicy,amber
unisex,3.51,powdery,woody,iris
women,3.51,white floral,aromatic,green
women,3.51,fruity,sweet,fresh
women,3.51,citrus,warm spicy,champagne
women,3.51,musky,fresh,sweet
women,3.51,fruity,sweet,citrus
women,3.51,powdery,floral,fruity
men,3.51,citrus,woody,aromatic
women,3.51,white floral,amber,mossy
unisex,3.51,woody,fresh spicy,amber
women,3.51,powdery,floral,yellow floral
women,3.51,patchouli,white floral,vanilla
men,3.51,aromatic,green,fresh spicy
men,3.51,warm spicy,amber,citrus
unisex,3.51,woody,fruity,sweet
women,3.51,floral,citrus,woody
unisex,3.51,woody,warm spicy,rose
men,3.51,aromatic,warm spicy,vanilla
women,3.51,white floral,tuberose,citrus
unisex,3.51,woody,tobacco,vanilla
men,3.51,woody,aromatic,green
women,3.51,fruity,rose,floral
women,3.51,fruity,rose,floral
women,3.51,fruity,citrus,sweet
women,3.51,leather,smoky,amber
men,3.51,leather,aromatic,woody
unisex,3.51,aromatic,amber,fresh spicy
women,3.51,soft spicy,anis,sweet
women,3.51,white floral,woody,powdery
unisex,3.51,rose,citrus,fresh spicy
unisex,3.51,fruity,sweet,warm spicy
women,3.51,ozonic,citrus,aquatic
men,3.51,woody,citrus,warm spicy
women,3.51,citrus,floral,musky
women,3.51,citrus,lavender,aromatic
women,3.51,rose,vanilla,floral
men,3.51,citrus,warm spicy,ozonic
unisex,3.51,coffee,floral,warm spicy
women,3.51,citrus,floral,tropical
women,3.51,sweet,powdery,musky
unisex,3.51,tuberose,salty,white floral
unisex,3.51,powdery,musky,iris
unisex,3.51,green,aromatic,fresh spicy
unisex,3.52,floral,green,citrus
women,3.52,floral,sweet,amber
men,3.52,amber,cinnamon,warm spicy
women,3.52,powdery,white floral,vanilla
women,3.52,citrus,floral,fruity
women,3.52,fruity,sweet,fresh
unisex,3.52,ozonic,aquatic,aromatic
unisex,3.52,white floral,green,tuberose
women,3.52,fresh,fruity,floral
women,3.52,citrus,musky,fresh
women,3.52,sweet,fruity,floral
